text,year,team
"Matches: [[""Maria Ter Weele"", ""Maria ter Weele""], [""Adam Yaseen"", ""Adam B Yaseen""], [""Mike Lynch"", ""Michael D. Lynch""], [""Adim Moreb"", ""other""], [""John Decker"", ""other""], [""Pratt School of Engineering"", ""other""], [""Duke Bass Connections program"", ""other""], [""Duke University"", ""other""], [""2016 Duke iGEM team"", ""other""], [""2016 Duke iGEM Wiki"", ""other""], [""2017 Duke iGEM Wiki"", ""other""], [""Marbles Kids Museum"", ""other""], [""Lord Foundation"", ""other""], [""Duke Bass Connections Program"", ""other""], [""IDT (Integrated DNA Technologies)"", ""other""], [""Duke Undergraduate Research Support Office"", ""other""]]",2018,Duke
"[[""Prof. Christopher French"", ""Chris French""], [""Dr Heather Barker"", ""Heather Barker""], [""Dr Annagret Honsbein"", ""Annegret Honsbein""], [""Dr Filippo Menolascina"", ""Filippo Menolascina""], [""Dr David Clarke"", ""David Clarke""], [""Prof. Alistair Elfick"", ""Alistair Elfick""], [""Dr. Jane Calvert"", ""other""], [""Dr Rob Smith"", ""other""], [""Dr David Hills"", ""other""], [""Dr Elise Cachat"", ""other""], [""Alan Isbister"", ""other""], [""Jackson DeKloe"", ""other""], [""Prof. Martin Waterfall"", ""other""], [""Dr Elise Darmon"", ""other""], [""Prof. David Leach"", ""other""], [""Chris French Lab"", ""other""], [""Paulina Kanigowska"", ""other""], [""Marcos Valenzuela Ortega"", ""other""], [""Felipe A. Millacura"", ""other""], [""McCormick lab"", ""other""], [""Sean Colloms"", ""other""], [""Molly Simmons"", ""other""], [""Migle Siauciulyte"", ""other""], [""Ale Schiavon"", ""other""], [""William Jackson"", ""other""], [""Dr Jon Dempsey"", ""other""]]",2018,Edinburgh_UG
"Matches: [[""Dr. Gernot Presting"", ""Gernot Presting""], [""Dan Laspisa"", ""other""], [""Vishal Negi"", ""other""], [""John Banasihan"", ""John Paul Banasihan""], [""Jon Tello"", ""Jonathan Tello""]]",2018,Hawaii
"[[""Danny Ducat"", ""Daniel C Ducat""], [""Dr. Greg Bonito"", ""other""], [""Dr. Pedro Beschoren da Costa"", ""other""], [""Dr. Wajid Waheed Bhat"", ""other""], [""Davis Mathieu"", ""other""], [""Cassie Veselovsky"", ""other""], [""Colleen Noel"", ""other""], [""Eva Weihl"", ""other""], [""Jessica Wright"", ""other""], [""Katie Brandt"", ""other""], [""Laura Zeller"", ""other""], [""Lisa Stelzner"", ""other""], [""Michaela Balzer"", ""Michaela TerAvest""], [""Michele Brussow"", ""other""], [""Dr. Neil Bowlby"", ""other""], [""Troy Coziahr"", ""other""], [""Dr. Arjun Krishnan"", ""other""], [""Edward Hart"", ""other""], [""Dr. Jeff Carter-Johnson"", ""other""], [""Dr. Jennifer Carter-Johnson"", ""other""], [""Dr. Kristin Parent"", ""other""], [""Dr. Paul Thompson"", ""other""], [""Dr. Rebecca Grumet"", ""other""], [""Dr. Robert Last"", ""other""], [""Dr. Andre Velasquez"", ""other""], [""Robin Rosenbaum"", ""other""], [""Sarah Hogg"", ""other""]]",2018,MichiganState
"Matches: [[""Dr. Wei Wei"", ""Wei Wei""], [""Mingwei Feng"", ""other""], [""Xuejiang Wang"", ""other""], [""Yongtao Chen"", ""other""], [""Vinoo Selvarajah"", ""other""], [""Dr. Jing Zhao"", ""Jing Zhao""], [""School of Life Science Nanjing University"", ""other""], [""students from Life Science Department"", ""other""], [""enthusiastic advisers"", ""other""], [""instructors"", ""other""], [""sponsors"", ""other""]]",2018,Nanjing-China
"Matches: [[""Danny Teo"", ""Danny Teo Shun Xiang""], [""Hao  Liu"", ""Liu Hao""], [""Kar Ming  Shaw"", ""Shaw Kar Ming""], [""Zirong  Yi"", ""ZIRONG YI""], [""Asst. Prof. Tan Meng How"", ""Meng How Tan""], [""Pornchai Kaewsapsak"", ""other""], [""Yuanming  Wang"", ""wang yuanming""], [""Louis  Kok Eng Piew"", ""other""], [""Ivy  Liu Kaiwen"", ""Liu Kaiwen Ivy""], [""Norfala-Aliah binte Sutrisnoh"", ""Norfala-Aliah Binte Sutrisnoh""], [""Kean Hean  Ooi"", ""Ooi Kean Hean""], [""UI Indonesia"", ""other""], [""Macquarie Australia"", ""other""], [""NUS Singapore A"", ""other""], [""School of Chemical and Biomolecular Engineering  NTU"", ""other""], [""Genome Institute Singapore"", ""other""], [""Integrated DNA Technologies (IDT)"", ""other""]]",2018,NTU-Singapore
"Matches: [[""Qain Chen"", ""Qian Chen""], [""Weijie Wang"", ""other""], [""Pan Chu"", ""Pan Morgan Chu""], [""Bingzhao Zhuo"", ""other""], [""Junyi Zeng"", ""other""], [""Xinyi Jiao"", ""other""], [""Zhaoyu Chen"", ""other""], [""Shanzhu Zhou"", ""other""], [""Scott"", ""other""], [""Anna"", ""other""], [""Dr. Zuowen Yi"", ""other""], [""Yitai An"", ""other""]]",2018,SIAT-SCIE
"Matches: [[""Peicheng Li"", ""other""], [""Muchan Gao"", ""MuChan Gao""], [""Mengyuan Lv"", ""Mengyuan Lyu""], [""Yichen Wang"", ""other""], [""Pro. Mario A. Marchisio"", ""other""], [""Tianjin Environmental Protection Bureau"", ""other""], [""Dr. Zhong"", ""other""], [""Pro. Cheng Chen"", ""other""]]",2018,TJU_China
"[[""Dr. Saha"", ""Margaret Saha""], [""Dr. Patel"", ""Mainak Jignesh Patel""], [""Dr. Margaret Saha"", ""Margaret Saha""], [""Dr. Eric Bradley"", ""Eric Bradley""], [""Dr. Mark Forsyth"", ""other""], [""Dr. Joshua Puzey"", ""other""], [""Jacob Sawyer"", ""other""], [""John Marken"", ""other""], [""Andy Halleran"", ""other""], [""Anne Petersen"", ""other""], [""Jennifer Daugherty"", ""other""], [""Donna Farnham"", ""other""], [""Jacqueline Brooks"", ""other""], [""Ashley Zhang"", ""other""], [""Laura Mullen"", ""other""], [""John Leone"", ""other""], [""Deanna Marroletti"", ""other""], [""Surgeon Singh"", ""other""], [""Amanda Synder"", ""other""], [""Patel Ramsey"", ""other""], [""Valerie Cushman"", ""other""], [""Graham Henshaw"", ""other""], [""NASA"", ""other""], [""Dr. Dennis Manos"", ""other""], [""Nikhil Arora"", ""other""], [""Davis Hatcher"", ""other""], [""team"", ""other""], [""PIs"", ""other""], [""student advisors"", ""other""]]",2018,William_and_Mary
"Matches: [[""FARREN ISAACS"", ""Farren Isaacs""], [""STEPHEN DELLAPORTA"", ""Stephen Dellaporta""], [""MARIA MORENO"", ""other""], [""JAYMIN PATEL"", ""Jaymin Patel""], [""FELIX RADFORD"", ""other""], [""POL GIBERT"", ""other""], [""KEVIN CHANG"", ""Kevin Chang""], [""CECILY GAO"", ""Cecily Gao""], [""KEVIN LI"", ""Kevin Li""], [""RICKY MOSCOSO"", ""Ricardo David Moscoso""], [""LAUREN TELESZ"", ""Lauren Elaine Telesz""], [""ALICE TIRARD"", ""Alice Tirard""]]",2018,Yale
