member,matching,year,team
Dr Zhiming Hu,other,2017,HUST-China
Dr Wu Liu,other,2017,HUST-China
Dr Guanlin Li,other,2017,HUST-China
Dr Xuxia Wang,other,2017,HUST-China
Dr Kai Li,Kai Kang,2017,HUST-China
Dr Jianhua Wang,other,2017,HUST-China
Dr Qinghua Zhou,other,2017,HUST-China
Xingrong Fang,other,2017,HUST-China
Xingfeng Han,other,2017,HUST-China
Fei Wang,other,2017,HUST-China
Yangge Qiao,other,2017,HUST-China
Yingxuan Tan,other,2017,Shenzhen_SFLS
Yuheng Dai,Dai Yuheng,2017,Shenzhen_SFLS
Yaoting Gui,other,2017,Shenzhen_SFLS
Fangting Zhang,other,2017,Shenzhen_SFLS
Xinbo Huang,other,2017,Shenzhen_SFLS
Xiaomin Luo,other,2017,Shenzhen_SFLS
Minghua Li,other,2017,Shenzhen_SFLS
Chengle Zhuang,other,2017,Shenzhen_SFLS
Ruibing Xu,Xu RuiBing,2017,Shenzhen_SFLS
Yiqiu Zhang,YIQIU ZHANG,2017,Shenzhen_SFLS
Zixin Huang,Zhixin Huang,2017,Shenzhen_SFLS
Shenzhen SFLS,other,2017,Shenzhen_SFLS
Yaduo Zhang,other,2017,Shenzhen_SFLS
Professor Yaoting Gui,other,2017,Shenzhen_SFLS
Professor Fangting Zhang,other,2017,Shenzhen_SFLS
Mr. Xinbo Huang,other,2017,Shenzhen_SFLS
Mr. Chengle Zhuang,other,2017,Shenzhen_SFLS
Mr. Xiaomin Luo,other,2017,Shenzhen_SFLS
Mr. Minghua Li,other,2017,Shenzhen_SFLS
Jiahong Tang,other,2017,Shenzhen_SFLS
Peilin Li,Peilin LI,2017,Shenzhen_SFLS
Weijun Yang,other,2017,Shenzhen_SFLS
Sangon Biotech,other,2017,Shenzhen_SFLS
Beijing Syngentech Co. LTD,other,2017,Shenzhen_SFLS
Haoqian Zhang,other,2017,Shenzhen_SFLS
Dr. Zheng,other,2017,Shenzhen_SFLS
Dr. Cheng,other,2017,Shenzhen_SFLS
Claudia C.Agnew,other,2017,Shenzhen_SFLS
NOVA,other,2017,Shenzhen_SFLS
Hairui Li,other,2017,Shenzhen_SFLS
Yao xi Chen,other,2017,Shenzhen_SFLS
Zhen yu Chen,other,2017,Shenzhen_SFLS
University of Southern Denmark,other,2017,Stony_Brook
HTML5 UP,other,2017,Stony_Brook
Dr. John Peter Gergen,J. Peter Gergen,2017,Stony_Brook
Dr. Jarrod French,Jarrod French,2017,Stony_Brook
Dr. Gabor Balazsi,Gabor Balazsi,2017,Stony_Brook
Dr. Steven Glynn,Steven Glynn,2017,Stony_Brook
Dr. Joshua Rest,Joshua Rest,2017,Stony_Brook
Dr. Marvel O' Neal,other,2017,Stony_Brook
Nancy Black,other,2017,Stony_Brook
Mary Bernero,other,2017,Stony_Brook
Dr. Sangeet Honey,other,2017,Stony_Brook
Dr. Sharon Nachman,other,2017,Stony_Brook
Dr. Steven Galson,other,2017,Stony_Brook
former Stony Brook iGEM members,other,2017,Stony_Brook
Geneious,other,2017,Stony_Brook
SnapGene,other,2017,Stony_Brook
Amgen,other,2017,Stony_Brook
Contract Pharmacal Corp,other,2017,Stony_Brook
Enzo,other,2017,Stony_Brook
TrueTox Laboratories,other,2017,Stony_Brook
Ali Syed,Syed Ali,2017,Stony_Brook
Logan Jahnke,other,2017,UGA-Georgia
University of Georgia iGEM Team,other,2017,UGA-Georgia
Dr. Brian Kvitko,Brian Kvitko,2017,UGA-Georgia
Amy Smith,other,2017,UGA-Georgia
Dr. William B. Whitman,William B. Whitman,2017,UGA-Georgia
Dr. Jia-Sheng Wang,other,2017,UGA-Georgia
Benjamin Park,Ben Park,2017,UGA-Georgia
Arjun Bhatt,other,2017,UGA-Georgia
Qianjing Jiang,Qianjin Jiang,2017,ZJU-China
Zhanyu Wang,ZhanYu Wang,2017,ZJU-China
Chulong Zhang,other,2017,ZJU-China
ZJU-China,other,2017,ZJU-China
Professor Chulong Zhang,other,2017,ZJU-China
Professor Xiaohong Liu,other,2017,ZJU-China
Professor Jianxiang Wu,other,2017,ZJU-China
Doctor Fangliang Huang,other,2017,ZJU-China
Professor Liqun Zhang,other,2017,ZJU-China
Doctor Siwei Li,other,2017,ZJU-China
Director Cao,other,2017,ZJU-China
Professor Ming Chen,Ming Chen,2017,ZJU-China
GenScript,other,2017,ZJU-China
Maria Ter Weele,Maria ter Weele,2018,Duke
Adam Yaseen,Adam B Yaseen,2018,Duke
Mike Lynch,Michael D. Lynch,2018,Duke
Adim Moreb,other,2018,Duke
John Decker,other,2018,Duke
Pratt School of Engineering,other,2018,Duke
Duke Bass Connections program,other,2018,Duke
Duke University,other,2018,Duke
2016 Duke iGEM team,other,2018,Duke
2016 Duke iGEM Wiki,other,2018,Duke
2017 Duke iGEM Wiki,other,2018,Duke
Marbles Kids Museum,other,2018,Duke
Lord Foundation,other,2018,Duke
Duke Bass Connections Program,other,2018,Duke
IDT (Integrated DNA Technologies),other,2018,Duke
Duke Undergraduate Research Support Office,other,2018,Duke
Prof. Christopher French,Chris French,2018,Edinburgh_UG
Dr Heather Barker,Heather Barker,2018,Edinburgh_UG
Dr Annagret Honsbein,Annegret Honsbein,2018,Edinburgh_UG
Dr Filippo Menolascina,Filippo Menolascina,2018,Edinburgh_UG
Dr David Clarke,David Clarke,2018,Edinburgh_UG
Prof. Alistair Elfick,Alistair Elfick,2018,Edinburgh_UG
Dr. Jane Calvert,other,2018,Edinburgh_UG
Dr Rob Smith,other,2018,Edinburgh_UG
Dr David Hills,other,2018,Edinburgh_UG
Dr Elise Cachat,other,2018,Edinburgh_UG
Alan Isbister,other,2018,Edinburgh_UG
Jackson DeKloe,other,2018,Edinburgh_UG
Prof. Martin Waterfall,other,2018,Edinburgh_UG
Dr Elise Darmon,other,2018,Edinburgh_UG
Prof. David Leach,other,2018,Edinburgh_UG
Chris French Lab,other,2018,Edinburgh_UG
Paulina Kanigowska,other,2018,Edinburgh_UG
Marcos Valenzuela Ortega,other,2018,Edinburgh_UG
Felipe A. Millacura,other,2018,Edinburgh_UG
McCormick lab,other,2018,Edinburgh_UG
Sean Colloms,other,2018,Edinburgh_UG
Molly Simmons,other,2018,Edinburgh_UG
Migle Siauciulyte,other,2018,Edinburgh_UG
Ale Schiavon,other,2018,Edinburgh_UG
William Jackson,other,2018,Edinburgh_UG
Dr Jon Dempsey,other,2018,Edinburgh_UG
Dr. Gernot Presting,Gernot Presting,2018,Hawaii
Dan Laspisa,other,2018,Hawaii
Vishal Negi,other,2018,Hawaii
John Banasihan,John Paul Banasihan,2018,Hawaii
Jon Tello,Jonathan Tello,2018,Hawaii
Danny Ducat,Daniel C Ducat,2018,MichiganState
Dr. Greg Bonito,other,2018,MichiganState
Dr. Pedro Beschoren da Costa,other,2018,MichiganState
Dr. Wajid Waheed Bhat,other,2018,MichiganState
Davis Mathieu,other,2018,MichiganState
Cassie Veselovsky,other,2018,MichiganState
Colleen Noel,other,2018,MichiganState
Eva Weihl,other,2018,MichiganState
Jessica Wright,other,2018,MichiganState
Katie Brandt,other,2018,MichiganState
Laura Zeller,other,2018,MichiganState
Lisa Stelzner,other,2018,MichiganState
Michaela Balzer,Michaela TerAvest,2018,MichiganState
Michele Brussow,other,2018,MichiganState
Dr. Neil Bowlby,other,2018,MichiganState
Troy Coziahr,other,2018,MichiganState
Dr. Arjun Krishnan,other,2018,MichiganState
Edward Hart,other,2018,MichiganState
Dr. Jeff Carter-Johnson,other,2018,MichiganState
Dr. Jennifer Carter-Johnson,other,2018,MichiganState
Dr. Kristin Parent,other,2018,MichiganState
Dr. Paul Thompson,other,2018,MichiganState
Dr. Rebecca Grumet,other,2018,MichiganState
Dr. Robert Last,other,2018,MichiganState
Dr. Andre Velasquez,other,2018,MichiganState
Robin Rosenbaum,other,2018,MichiganState
Sarah Hogg,other,2018,MichiganState
Dr. Wei Wei,Wei Wei,2018,Nanjing-China
Mingwei Feng,other,2018,Nanjing-China
Xuejiang Wang,other,2018,Nanjing-China
Yongtao Chen,other,2018,Nanjing-China
Vinoo Selvarajah,other,2018,Nanjing-China
Dr. Jing Zhao,Jing Zhao,2018,Nanjing-China
School of Life Science Nanjing University,other,2018,Nanjing-China
students from Life Science Department,other,2018,Nanjing-China
enthusiastic advisers,other,2018,Nanjing-China
instructors,other,2018,Nanjing-China
sponsors,other,2018,Nanjing-China
Danny Teo,Danny Teo Shun Xiang,2018,NTU-Singapore
Hao  Liu,Liu Hao,2018,NTU-Singapore
Kar Ming  Shaw,Shaw Kar Ming,2018,NTU-Singapore
Zirong  Yi,ZIRONG YI,2018,NTU-Singapore
Asst. Prof. Tan Meng How,Meng How Tan,2018,NTU-Singapore
Pornchai Kaewsapsak,other,2018,NTU-Singapore
Yuanming  Wang,wang yuanming,2018,NTU-Singapore
Louis  Kok Eng Piew,other,2018,NTU-Singapore
Ivy  Liu Kaiwen,Liu Kaiwen Ivy,2018,NTU-Singapore
Norfala-Aliah binte Sutrisnoh,Norfala-Aliah Binte Sutrisnoh,2018,NTU-Singapore
Kean Hean  Ooi,Ooi Kean Hean,2018,NTU-Singapore
UI Indonesia,other,2018,NTU-Singapore
Macquarie Australia,other,2018,NTU-Singapore
NUS Singapore A,other,2018,NTU-Singapore
School of Chemical and Biomolecular Engineering  NTU,other,2018,NTU-Singapore
Genome Institute Singapore,other,2018,NTU-Singapore
Integrated DNA Technologies (IDT),other,2018,NTU-Singapore
Qain Chen,Qian Chen,2018,SIAT-SCIE
Weijie Wang,other,2018,SIAT-SCIE
Pan Chu,Pan Morgan Chu,2018,SIAT-SCIE
Bingzhao Zhuo,other,2018,SIAT-SCIE
Junyi Zeng,other,2018,SIAT-SCIE
Xinyi Jiao,other,2018,SIAT-SCIE
Zhaoyu Chen,other,2018,SIAT-SCIE
Shanzhu Zhou,other,2018,SIAT-SCIE
Scott,other,2018,SIAT-SCIE
Anna,other,2018,SIAT-SCIE
Dr. Zuowen Yi,other,2018,SIAT-SCIE
Yitai An,other,2018,SIAT-SCIE
Peicheng Li,other,2018,TJU_China
Muchan Gao,MuChan Gao,2018,TJU_China
Mengyuan Lv,Mengyuan Lyu,2018,TJU_China
Yichen Wang,other,2018,TJU_China
Pro. Mario A. Marchisio,other,2018,TJU_China
Tianjin Environmental Protection Bureau,other,2018,TJU_China
Dr. Zhong,other,2018,TJU_China
Pro. Cheng Chen,other,2018,TJU_China
Dr. Saha,Margaret Saha,2018,William_and_Mary
Dr. Patel,Mainak Jignesh Patel,2018,William_and_Mary
Dr. Margaret Saha,Margaret Saha,2018,William_and_Mary
Dr. Eric Bradley,Eric Bradley,2018,William_and_Mary
Dr. Mark Forsyth,other,2018,William_and_Mary
Dr. Joshua Puzey,other,2018,William_and_Mary
Jacob Sawyer,other,2018,William_and_Mary
John Marken,other,2018,William_and_Mary
Andy Halleran,other,2018,William_and_Mary
Anne Petersen,other,2018,William_and_Mary
Jennifer Daugherty,other,2018,William_and_Mary
Donna Farnham,other,2018,William_and_Mary
Jacqueline Brooks,other,2018,William_and_Mary
Ashley Zhang,other,2018,William_and_Mary
Laura Mullen,other,2018,William_and_Mary
John Leone,other,2018,William_and_Mary
Deanna Marroletti,other,2018,William_and_Mary
Surgeon Singh,other,2018,William_and_Mary
Amanda Synder,other,2018,William_and_Mary
Patel Ramsey,other,2018,William_and_Mary
Valerie Cushman,other,2018,William_and_Mary
Graham Henshaw,other,2018,William_and_Mary
NASA,other,2018,William_and_Mary
Dr. Dennis Manos,other,2018,William_and_Mary
Nikhil Arora,other,2018,William_and_Mary
Davis Hatcher,other,2018,William_and_Mary
team,other,2018,William_and_Mary
PIs,other,2018,William_and_Mary
student advisors,other,2018,William_and_Mary
FARREN ISAACS,Farren Isaacs,2018,Yale
STEPHEN DELLAPORTA,Stephen Dellaporta,2018,Yale
MARIA MORENO,other,2018,Yale
JAYMIN PATEL,Jaymin Patel,2018,Yale
FELIX RADFORD,other,2018,Yale
POL GIBERT,other,2018,Yale
KEVIN CHANG,Kevin Chang,2018,Yale
CECILY GAO,Cecily Gao,2018,Yale
KEVIN LI,Kevin Li,2018,Yale
RICKY MOSCOSO,Ricardo David Moscoso,2018,Yale
LAUREN TELESZ,Lauren Elaine Telesz,2018,Yale
ALICE TIRARD,Alice Tirard,2018,Yale
